Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,StreamingServices,OnlineBackup,DeviceProtection,TechSupport,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,Age,Married,Number of Referrals,Avg Monthly GB Download,Premium Tech Support,Unlimited Data,Churn
Yes,72.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),2691.0,25,Yes,10,30,Yes,Yes,0
Yes,9.0,Yes,No,No,No,No,No,No,No,Month-to-month,No,eSewa,612.0,34,No,0,0,No,No,0
Yes,67.0,Yes,Yes,No,No,No,No,No,No,Two year,No,eSewa,789.0,54,Yes,2,0,No,No,0
No,8.0,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,eSewa,621.0,59,No,0,0,No,No,0
No,17.0,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),583.5,50,No,0,0,No,No,0
No,68.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Two year,Yes,Mobile Banking,3324.0,61,Yes,2,14,No,Yes,0
No,25.0,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,Yes,Cash,2079.0,75,Yes,7,24,No,Yes,0
No,67.0,No,No,DSL,Yes,Yes,No,Yes,Yes,One year,Yes,Mobile Banking,1480.5,30,No,0,85,Yes,Yes,0
No,32.0,Yes,No,No,No,No,No,No,No,One year,No,Credit card (automatic),610.5,20,No,0,0,No,No,0
No,67.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,One year,Yes,Cash,3168.0,74,Yes,3,10,No,Yes,0
No,72.0,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),1933.5,76,Yes,9,9,Yes,Yes,0
Yes,1.0,Yes,No,DSL,No,No,Yes,No,No,Month-to-month,Yes,Cash,1497.0,29,No,0,76,No,Yes,0
No,48.0,Yes,No,DSL,No,Yes,Yes,Yes,No,One year,Yes,Cash,1969.5,27,Yes,6,42,No,Yes,0
No,61.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,One year,Yes,Mobile Banking,3099.0,63,Yes,6,22,Yes,Yes,0
No,2.0,Yes,No,DSL,No,No,No,No,No,Month-to-month,No,Cash,1333.5,22,No,0,59,No,Yes,0
Yes,71.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Two year,No,Mobile Banking,2697.0,22,Yes,9,85,Yes,No,0
No,37.0,Yes,Yes,DSL,Yes,No,No,No,No,Month-to-month,Yes,eSewa,1651.5,57,Yes,6,10,No,Yes,0
Yes,65.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Two year,Yes,Mobile Banking,3123.0,40,Yes,0,57,Yes,Yes,0
Yes,67.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,One year,Yes,Mobile Banking,3198.0,19,No,0,59,Yes,Yes,0
Yes,50.0,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),2115.0,53,Yes,10,28,Yes,Yes,0
Yes,25.0,Yes,No,No,No,No,No,No,No,One year,No,Cash,588.0,43,Yes,1,0,No,No,0
Yes,64.0,Yes,Yes,No,No,No,No,No,No,Two year,Yes,eSewa,721.5,45,Yes,5,0,No,No,0
No,25.0,No,No,DSL,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),1143.0,37,Yes,10,24,No,No,0
No,24.0,No,No,DSL,No,No,No,Yes,Yes,Month-to-month,No,eSewa,1027.5,68,Yes,3,28,Yes,Yes,0
No,37.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Month-to-month,Yes,Cash,3001.5,64,No,0,22,No,Yes,0
No,21.0,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,Yes,Cash,2059.5,60,No,0,11,No,Yes,0
No,1.0,Yes,No,DSL,No,No,No,No,No,Month-to-month,Yes,eSewa,1374.0,34,No,0,21,No,Yes,0
No,10.0,Yes,Yes,Fiber optic,No,No,No,No,No,Month-to-month,Yes,eSewa,2272.5,37,No,0,21,No,Yes,0
No,51.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),2892.0,63,Yes,7,8,No,Yes,0
No,10.0,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,eSewa,616.5,63,No,0,0,No,No,0
No,6.0,No,No,DSL,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),1528.5,43,No,0,23,Yes,Yes,0
Yes,47.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Two year,Yes,eSewa,2715.0,30,Yes,10,48,Yes,Yes,0
Yes,61.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,One year,Yes,Cash,2382.0,52,Yes,3,20,Yes,Yes,0
No,52.0,No,No,DSL,Yes,Yes,Yes,Yes,No,Two year,Yes,Mobile Banking,1762.5,40,No,0,19,No,Yes,0
Yes,35.0,Yes,Yes,DSL,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),1783.5,42,Yes,0,23,No,Yes,0
No,71.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,One year,Yes,Mobile Banking,3171.0,52,Yes,8,28,No,Yes,0
No,45.0,Yes,No,DSL,Yes,No,No,Yes,No,Two year,No,Credit card (automatic),1599.0,37,Yes,10,4,No,No,0
No,2.0,No,No,DSL,No,No,No,No,No,Month-to-month,No,eSewa,729.0,19,No,0,59,No,Yes,0
No,51.0,Yes,Yes,DSL,Yes,No,No,No,Yes,One year,No,Credit card (automatic),1797.0,59,No,0,3,Yes,Yes,0
Yes,60.0,Yes,Yes,No,No,No,No,No,No,One year,No,Credit card (automatic),718.5,37,Yes,1,0,No,No,0
No,9.0,Yes,No,No,No,No,No,No,No,One year,Yes,eSewa,604.5,40,No,0,0,No,No,0
No,17.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mobile Banking,2869.5,58,No,0,5,Yes,Yes,0
Yes,46.0,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Two year,No,eSewa,2430.0,37,Yes,1,10,Yes,Yes,0
No,68.0,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),2473.5,21,No,0,59,Yes,No,0
No,4.0,Yes,No,No,No,No,No,No,No,One year,No,Mobile Banking,615.0,52,Yes,8,0,No,No,0
Yes,28.0,Yes,No,DSL,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),1632.0,55,No,0,22,Yes,Yes,0
No,39.0,Yes,No,DSL,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),1758.0,23,No,0,58,No,Yes,0
No,11.0,Yes,No,Fiber optic,No,Yes,No,Yes,No,Month-to-month,No,Cash,2544.0,54,No,0,15,No,Yes,0
No,71.0,No,No,DSL,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),1842.0,46,Yes,2,27,Yes,Yes,0
Yes,2.0,Yes,No,No,No,No,No,No,No,Month-to-month,No,eSewa,612.0,42,No,0,0,No,No,0
No,17.0,Yes,No,No,No,No,No,No,No,One year,No,eSewa,604.5,35,No,0,0,No,No,0
No,55.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),2833.5,64,Yes,1,16,No,Yes,0
No,58.0,Yes,Yes,Fiber optic,Yes,No,No,No,No,Month-to-month,Yes,Mobile Banking,2394.0,47,No,0,14,No,Yes,0
No,9.0,Yes,Yes,Fiber optic,No,No,No,No,No,Month-to-month,Yes,Cash,2221.5,66,No,0,25,No,Yes,0
No,26.0,Yes,No,DSL,No,No,No,No,Yes,Month-to-month,No,Mobile Banking,1474.5,36,No,0,8,Yes,Yes,0
No,50.0,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),582.0,36,No,0,0,No,No,0
No,72.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mobile Banking,3409.5,35,Yes,10,22,Yes,Yes,0
Yes,43.0,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),3180.0,47,No,0,10,Yes,No,0
No,56.0,Yes,Yes,No,No,No,No,No,No,Two year,Yes,Mobile Banking,778.5,52,No,0,0,No,No,0
No,1.0,Yes,No,No,No,No,No,No,No,Month-to-month,No,eSewa,573.0,28,No,0,0,No,No,0
No,72.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Two year,Yes,Mobile Banking,3016.5,62,Yes,5,15,Yes,Yes,0
No,36.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,Cash,2862.0,58,Yes,4,12,No,Yes,0
No,5.0,Yes,No,DSL,No,Yes,No,Yes,Yes,Month-to-month,No,Mobile Banking,2254.5,51,No,0,4,Yes,Yes,0
No,44.0,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,One year,No,Credit card (automatic),2674.5,70,No,0,19,No,Yes,0
Yes,70.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,One year,Yes,Cash,3237.0,65,Yes,2,17,Yes,No,0
No,44.0,Yes,No,No,No,No,No,No,No,One year,No,Credit card (automatic),585.0,60,No,0,0,No,No,0
No,69.0,Yes,Yes,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),748.5,23,Yes,10,0,No,No,0
Yes,68.0,Yes,No,No,No,No,No,No,No,One year,No,Mobile Banking,585.0,73,Yes,8,0,No,No,0
No,16.0,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),2098.5,43,No,0,27,No,Yes,0
Yes,68.0,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Two year,No,Mobile Banking,2485.5,52,Yes,1,27,Yes,Yes,0
No,4.0,Yes,No,No,No,No,No,No,No,Month-to-month,No,eSewa,570.0,31,No,0,0,No,No,0
Yes,26.0,No,No,DSL,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),1165.5,40,Yes,4,23,Yes,No,0
Yes,5.0,Yes,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),610.5,39,No,0,0,No,No,0
No,70.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,One year,Yes,Mobile Banking,2850.0,48,Yes,5,16,No,Yes,0
No,24.0,Yes,No,DSL,Yes,Yes,No,No,Yes,One year,No,Mobile Banking,2232.0,61,Yes,10,30,Yes,Yes,0
No,72.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Two year,No,Mobile Banking,2353.5,68,Yes,10,13,Yes,Yes,0
No,1.0,Yes,No,Fiber optic,No,No,No,No,Yes,Month-to-month,Yes,eSewa,2229.0,37,No,0,21,Yes,Yes,0
No,70.0,No,No,DSL,No,Yes,Yes,Yes,Yes,One year,Yes,Mobile Banking,1531.5,19,Yes,10,41,Yes,No,0
Yes,36.0,Yes,No,No,No,No,No,No,No,Month-to-month,No,Mobile Banking,576.0,56,Yes,3,0,No,No,0
Yes,41.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,One year,Yes,Mobile Banking,3273.0,28,Yes,3,59,Yes,Yes,0
No,14.0,Yes,No,Fiber optic,No,No,No,Yes,No,Month-to-month,No,Cash,2293.5,20,No,0,26,No,Yes,0
Yes,13.0,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Cash,2184.0,33,Yes,4,23,Yes,Yes,0
No,6.0,Yes,No,No,No,No,No,No,No,Month-to-month,No,eSewa,568.5,24,No,0,0,No,No,0
No,15.0,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Month-to-month,No,Cash,3052.5,55,Yes,8,13,No,Yes,0
No,47.0,Yes,No,Fiber optic,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),2263.5,19,No,0,69,No,Yes,0
No,8.0,Yes,No,DSL,No,Yes,No,Yes,Yes,Month-to-month,No,eSewa,1923.0,19,No,0,73,Yes,No,0
No,17.0,No,No,DSL,No,No,No,No,No,Month-to-month,Yes,eSewa,769.5,63,No,0,11,No,Yes,0
Yes,15.0,Yes,No,Fiber optic,Yes,No,No,No,No,Month-to-month,No,eSewa,2253.0,39,Yes,7,17,No,Yes,0
No,26.0,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,One year,Yes,Mobile Banking,2875.5,60,No,0,4,Yes,Yes,0
No,23.0,Yes,Yes,DSL,Yes,No,No,No,No,Month-to-month,No,Cash,1632.0,40,No,0,11,No,Yes,0
No,4.0,Yes,No,Fiber optic,No,No,Yes,No,No,Month-to-month,No,Cash,2182.5,76,No,0,8,No,Yes,0
Yes,29.0,Yes,No,No,No,No,No,No,No,One year,No,eSewa,595.5,54,No,0,0,No,No,0
No,25.0,Yes,No,No,No,No,No,No,No,Month-to-month,No,eSewa,571.5,50,No,0,0,No,No,0
No,3.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,Cash,2845.5,65,No,0,28,No,Yes,0
Yes,69.0,No,No,DSL,Yes,No,Yes,Yes,Yes,Two year,No,Mobile Banking,1387.5,29,Yes,10,69,Yes,Yes,0
No,14.0,Yes,No,No,No,No,No,No,No,One year,No,eSewa,580.5,24,No,0,0,No,No,0
No,19.0,Yes,Yes,DSL,No,Yes,No,No,No,Month-to-month,No,eSewa,2088.0,54,No,0,4,No,Yes,0
No,39.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Month-to-month,No,Cash,2721.0,76,No,0,3,No,Yes,0
No,31.0,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Month-to-month,Yes,Cash,3042.0,20,No,0,76,No,Yes,0
Yes,24.0,Yes,No,No,No,No,No,No,No,One year,No,eSewa,607.5,61,Yes,5,0,No,No,0
No,14.0,Yes,No,DSL,No,No,No,No,Yes,Month-to-month,No,Mobile Banking,1464.0,39,Yes,4,24,Yes,Yes,0
No,64.0,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Two year,Yes,eSewa,2230.5,23,Yes,2,42,Yes,Yes,0
No,50.0,Yes,No,No,No,No,No,No,No,One year,Yes,eSewa,580.5,29,No,0,0,No,No,0
Yes,52.0,Yes,No,DSL,No,Yes,Yes,Yes,Yes,One year,Yes,Cash,2062.5,45,Yes,9,19,Yes,Yes,0
No,28.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,One year,No,Cash,3006.0,31,No,0,13,No,Yes,0
No,21.0,Yes,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),625.5,40,No,0,0,No,No,0
No,17.0,Yes,No,No,No,No,No,No,No,One year,No,eSewa,580.5,33,Yes,3,0,No,No,0
No,58.0,No,No,DSL,No,Yes,No,No,No,One year,Yes,Credit card (automatic),1350.0,53,Yes,0,23,No,Yes,0
No,51.0,Yes,Yes,No,No,No,No,No,No,Two year,No,eSewa,765.0,59,Yes,7,0,No,No,0
Yes,72.0,No,No,DSL,Yes,Yes,No,Yes,Yes,Two year,No,eSewa,1467.0,53,Yes,3,53,Yes,Yes,0
No,27.0,Yes,No,No,No,No,No,No,No,Two year,Yes,eSewa,588.0,62,No,0,0,No,No,0
No,3.0,Yes,No,No,No,No,No,No,No,Month-to-month,No,eSewa,600.0,38,No,0,0,No,No,0
No,64.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Two year,Yes,eSewa,2439.0,33,Yes,6,4,Yes,Yes,0
No,45.0,Yes,No,Fiber optic,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),2856.0,51,Yes,3,18,Yes,No,0
No,71.0,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),2499.0,56,Yes,9,18,Yes,Yes,0
Yes,58.0,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),609.0,35,Yes,6,0,No,No,0
Yes,34.0,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Month-to-month,Yes,Cash,2695.5,25,Yes,5,85,No,Yes,0
Yes,15.0,Yes,No,No,No,No,No,No,No,Month-to-month,No,eSewa,594.0,49,Yes,4,0,No,No,0
Yes,66.0,No,No,DSL,No,Yes,No,Yes,Yes,Two year,No,Mobile Banking,1639.5,49,Yes,0,28,Yes,Yes,0
No,12.0,No,No,DSL,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),880.5,79,No,0,4,No,Yes,0
No,58.0,Yes,No,No,No,No,No,No,No,Two year,Yes,Mobile Banking,574.5,49,No,0,0,No,No,0
Yes,3.0,Yes,No,No,No,No,No,No,No,Two year,No,eSewa,573.0,32,Yes,9,0,No,No,0
No,9.0,Yes,No,Fiber optic,No,No,Yes,Yes,No,Month-to-month,No,Cash,2416.5,38,No,0,13,No,Yes,0
No,3.0,Yes,No,No,No,No,No,No,No,One year,No,eSewa,607.5,60,No,0,0,No,No,0
No,40.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,One year,Yes,Mobile Banking,3180.0,37,Yes,1,28,No,Yes,0
No,68.0,Yes,Yes,No,No,No,No,No,No,Two year,No,Mobile Banking,765.0,50,No,0,0,No,No,0
No,50.0,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Two year,Yes,eSewa,2388.0,39,No,0,14,Yes,Yes,0
No,1.0,Yes,No,DSL,No,Yes,No,No,No,Month-to-month,Yes,Cash,1657.5,21,No,0,69,No,No,0
No,72.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Two year,No,Mobile Banking,2641.5,49,Yes,1,24,Yes,Yes,0
Yes,40.0,Yes,No,No,No,No,No,No,No,One year,Yes,Mobile Banking,612.0,58,No,0,0,No,No,0
Yes,72.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mobile Banking,3528.0,28,Yes,10,48,Yes,Yes,0
No,6.0,Yes,No,No,No,No,No,No,No,Month-to-month,No,eSewa,600.0,60,No,0,0,No,No,0
No,5.0,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),589.5,62,No,0,0,No,No,0
No,48.0,Yes,Yes,DSL,No,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),2116.5,41,Yes,7,8,No,Yes,0
Yes,64.0,Yes,No,DSL,Yes,Yes,No,No,Yes,One year,No,eSewa,1974.0,39,Yes,5,17,Yes,No,0
No,17.0,Yes,No,No,No,No,No,No,No,One year,No,Credit card (automatic),601.5,63,No,0,0,No,No,0
No,40.0,Yes,No,Fiber optic,No,No,Yes,Yes,No,Month-to-month,Yes,Cash,2400.0,41,Yes,8,27,No,Yes,0
Yes,41.0,No,No,DSL,Yes,No,No,Yes,No,One year,No,Credit card (automatic),1062.0,37,Yes,1,16,No,Yes,0
No,51.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,One year,Yes,Mobile Banking,2388.0,69,No,0,11,No,Yes,0
No,41.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,Month-to-month,Yes,Cash,2407.5,36,Yes,10,3,No,Yes,0
No,2.0,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,eSewa,613.5,31,No,0,0,No,No,0
No,68.0,Yes,No,Fiber optic,No,No,Yes,Yes,No,One year,No,Credit card (automatic),2388.0,50,No,0,21,No,No,0
Yes,24.0,Yes,Yes,No,No,No,No,No,No,Two year,No,eSewa,741.0,42,Yes,7,0,No,No,0
No,70.0,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),2319.0,22,Yes,2,41,Yes,Yes,0
No,3.0,No,No,DSL,No,No,No,No,Yes,Month-to-month,Yes,Cash,892.5,58,No,0,18,Yes,Yes,0
No,2.0,Yes,No,DSL,No,No,No,No,No,Month-to-month,No,Mobile Banking,1347.0,56,No,0,17,No,Yes,0
No,3.0,No,No,DSL,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),894.0,62,Yes,1,4,No,Yes,0
No,13.0,Yes,No,DSL,Yes,Yes,No,No,No,Month-to-month,Yes,Cash,2158.5,54,No,0,5,No,Yes,0
No,7.0,Yes,No,No,No,No,No,No,No,Month-to-month,No,eSewa,622.5,44,No,0,0,No,No,0
Yes,12.0,Yes,No,DSL,No,Yes,No,No,No,Month-to-month,Yes,eSewa,1689.0,49,Yes,5,29,No,Yes,0
Yes,53.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,One year,Yes,Cash,3157.5,40,Yes,7,27,No,Yes,0
Yes,63.0,Yes,No,No,No,No,No,No,No,Two year,No,eSewa,586.5,48,Yes,4,0,No,No,0
No,15.0,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,eSewa,2533.5,58,No,0,2,Yes,Yes,0
Yes,36.0,Yes,No,DSL,Yes,No,Yes,No,No,One year,No,eSewa,1609.5,40,Yes,2,19,No,Yes,0
No,4.0,No,No,DSL,No,No,No,Yes,No,Month-to-month,Yes,Cash,897.0,78,Yes,3,5,No,Yes,0
Yes,24.0,Yes,No,No,No,No,No,No,No,Two year,No,eSewa,591.0,51,Yes,8,0,No,No,0
No,61.0,No,No,DSL,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),1311.0,59,No,0,8,Yes,Yes,0
No,16.0,Yes,Yes,DSL,No,No,Yes,No,No,Month-to-month,No,Cash,1659.0,43,No,0,4,No,Yes,0
Yes,65.0,Yes,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),595.5,55,Yes,5,0,No,No,0
Yes,26.0,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),589.5,40,Yes,4,0,No,No,0
No,16.0,Yes,No,DSL,No,No,No,No,Yes,Month-to-month,Yes,eSewa,1483.5,29,No,0,59,Yes,Yes,0
Yes,5.0,Yes,No,No,No,No,No,No,No,Two year,No,eSewa,613.5,19,No,0,0,No,No,0
No,19.0,No,No,DSL,No,Yes,Yes,No,No,Month-to-month,Yes,Cash,1191.0,19,No,0,59,No,No,0
No,10.0,Yes,Yes,DSL,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),1635.0,29,No,0,59,No,Yes,0
No,72.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Two year,Yes,Mobile Banking,3348.0,42,No,0,13,Yes,Yes,0
Yes,10.0,Yes,No,DSL,No,No,Yes,Yes,No,Month-to-month,Yes,eSewa,1666.5,30,Yes,6,59,No,Yes,0
No,11.0,Yes,No,No,No,No,No,No,No,One year,Yes,eSewa,616.5,34,Yes,6,0,No,No,0
Yes,17.0,Yes,Yes,DSL,Yes,No,No,No,Yes,One year,Yes,eSewa,1863.0,58,Yes,10,28,Yes,Yes,0
Yes,36.0,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),3135.0,39,Yes,4,26,No,Yes,0
No,17.0,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Month-to-month,Yes,Cash,3054.0,77,No,0,25,No,No,0
Yes,66.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),3318.0,70,Yes,1,28,Yes,Yes,0
Yes,61.0,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,One year,No,Mobile Banking,2547.0,21,Yes,3,48,Yes,Yes,0
No,22.0,Yes,No,Fiber optic,No,Yes,Yes,No,No,Month-to-month,Yes,eSewa,2796.0,50,No,0,17,No,Yes,0
No,1.0,No,No,DSL,No,No,No,No,No,Month-to-month,Yes,Cash,732.0,40,No,0,6,No,Yes,0
No,6.0,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,No,Credit card (automatic),2116.5,52,No,0,27,No,Yes,0
Yes,68.0,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),2550.0,61,Yes,7,16,Yes,No,0
Yes,52.0,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Month-to-month,No,Mobile Banking,2574.0,61,Yes,3,24,Yes,Yes,0
Yes,10.0,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Month-to-month,Yes,Cash,2733.0,43,No,0,52,Yes,Yes,0
Yes,72.0,Yes,No,No,No,No,No,No,No,Two year,No,Mobile Banking,603.0,39,Yes,10,0,No,No,0
Yes,47.0,Yes,No,No,No,No,No,No,No,One year,No,eSewa,601.5,28,Yes,9,0,No,No,0
Yes,24.0,Yes,Yes,DSL,Yes,Yes,No,No,No,One year,No,eSewa,2244.0,57,Yes,9,10,No,Yes,0
No,65.0,Yes,Yes,No,No,No,No,No,No,One year,No,Credit card (automatic),744.0,50,No,0,0,No,No,0
No,4.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Month-to-month,Yes,eSewa,3025.5,31,No,0,3,Yes,No,0
No,34.0,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Cash,3153.0,38,No,0,2,Yes,Yes,0
No,14.0,Yes,No,No,No,No,No,No,No,Two year,No,eSewa,612.0,46,Yes,0,0,No,No,0
Yes,13.0,Yes,No,No,No,No,No,No,No,One year,No,eSewa,600.0,54,Yes,7,0,No,No,0
Yes,65.0,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Two year,Yes,Mobile Banking,2382.0,42,Yes,10,13,Yes,Yes,0
Yes,23.0,Yes,No,DSL,Yes,No,No,No,Yes,One year,No,Credit card (automatic),1716.0,59,Yes,4,30,Yes,Yes,0
No,55.0,Yes,No,DSL,Yes,No,Yes,Yes,No,Two year,No,Cash,1758.0,38,Yes,9,23,No,Yes,0
No,49.0,Yes,No,Fiber optic,No,Yes,Yes,No,No,Two year,Yes,Cash,2844.0,58,Yes,8,9,No,No,0
No,60.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,One year,No,Mobile Banking,3075.0,48,Yes,8,4,No,Yes,0
Yes,69.0,Yes,No,No,No,No,No,No,No,One year,Yes,Credit card (automatic),610.5,24,Yes,5,0,No,No,0
No,40.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,Cash,2547.0,59,No,0,27,No,Yes,0
No,67.0,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),2076.0,59,Yes,0,20,Yes,Yes,0
Yes,13.0,Yes,No,No,No,No,No,No,No,Two year,No,eSewa,625.5,56,Yes,6,0,No,No,0
Yes,41.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Month-to-month,Yes,Mobile Banking,2655.0,33,No,0,10,No,Yes,0
No,4.0,No,No,DSL,Yes,No,No,Yes,No,Month-to-month,No,eSewa,1050.0,46,No,0,26,No,No,0
Yes,24.0,Yes,No,DSL,Yes,No,No,No,Yes,Month-to-month,No,Cash,1654.5,29,Yes,7,85,Yes,Yes,0
No,5.0,No,No,DSL,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),1528.5,46,No,0,26,No,Yes,0
No,5.0,Yes,Yes,DSL,No,Yes,Yes,No,No,Month-to-month,Yes,Cash,1920.0,37,No,0,29,No,Yes,0
Yes,72.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Two year,No,Mobile Banking,2406.0,39,Yes,7,23,Yes,Yes,0
No,24.0,Yes,No,DSL,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),1479.0,34,No,0,16,No,Yes,0
No,42.0,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),2530.5,25,Yes,4,52,Yes,Yes,0
No,4.0,Yes,No,No,No,No,No,No,No,Month-to-month,No,eSewa,601.5,33,No,0,0,No,No,0
No,68.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),3516.0,39,No,0,3,Yes,Yes,0
Yes,33.0,Yes,No,No,No,No,No,No,No,One year,No,eSewa,603.0,23,Yes,3,0,No,No,0
